amount,description,date,category_id,category_name
-12.99,Dinner at McDonald's,2025-07-01,1,Food & Dining
-4.99,Coffee at Caribou Coffee,2025-04-01,1,Food & Dining
-20.574238805825487,Lyft to downtown,2024-11-24,2,Transportation
-543.0325433680325,Online order from Home Depot 229,2025-01-28,3,Shopping
-972,Water bill - March - Adjustment,2024-03-11,5,Bills & Utilities
-2026.960012330935,Airbnb - Los Angeles,2024-09-08,7,Travel
-72.42299435728279,Video game - Call of Duty,2024-09-13,4,Entertainment
-390.36880816631157,Eye exam,2024-06-15,6,Healthcare
1399.3704002513552,Freelance payment - Client A,2024-03-22,8,Income
-79.81581514288175,Toll road payment,2025-01-14,2,Transportation
-2738.875204498595,Rental car - Enterprise,2025-07-01,7,Travel
-3.938926833507,Gas at Exxon,2024-03-11,2,Transportation
-1452.6680964320312,Retirement contribution,2024-05-15,9,Savings
-217.99,Online order from Best Buy,2024-02-02,3,Shopping
-10.015812925308001,Lyft to airport,2023-11-28,2,Transportation
-247.921127590299,Spotify Premium,2023-11-14,4,Entertainment
-409.99,Best Buy - clothing 790,2024-12-12,3,Shopping
-187.99,Amazon purchase - home goods,2025-02-25,3,Shopping
-830.4266990439421,Target - electronics,2024-07-09,3,Shopping
-11.886526141308027,Metro card reload,2025-05-11,2,Transportation
8273.18776469749,Refund - Amazon,2024-10-15,8,Income
-52.95,Takeout from Chipotle,2024-01-25,1,Food & Dining
-440.6164165891575,Best Buy - home goods,2025-04-27,3,Shopping
-39.08830919238535,Uber ride to downtown,2024-12-10,2,Transportation
-420.47414121314233,Target - clothing,2025-08-26,3,Shopping
-135.12672139478113,Video game - Call of Duty,2024-09-21,4,Entertainment
-530.3724460196429,Dental cleaning,2024-05-06,6,Healthcare
-635.4469435349197,Pharmacy - prescription,2024-02-19,6,Healthcare
-1096,Electric bill - March,2024-03-26,5,Bills & Utilities
-77,Water bill - April,2024-08-07,5,Bills & Utilities
-384.99,Amazon purchase - books - Store 74,2023-11-23,3,Shopping
-1908.9728341870239,Hotel booking - Los Angeles,2023-12-05,7,Travel
-10.49,Coffee at Dunkin' - -10.49,2025-04-07,1,Food & Dining
-448.55552661503543,Airbnb - Seattle,2024-12-23,7,Travel
3108.444914365265,Freelance payment - Client A,2024-12-05,8,Income
-44.99,Lunch at McDonald's,2025-05-23,1,Food & Dining
-27.5,Breakfast at Coffee Bean,2024-12-26,1,Food & Dining
4473.868310109534,Refund - Target,2025-02-01,8,Income
-695.8164087947109,Walmart - home goods,2023-10-09,3,Shopping
-82.987,Lyft to hospital,2025-08-14,2,Transportation
-143,Insurance payment - home,2025-05-17,5,Bills & Utilities
-33.49,Grocery shopping at Safeway,2025-08-04,1,Food & Dining
-51.99,Lunch at Domino's,2024-08-14,1,Food & Dining
-981,Electric bill - January,2025-06-04,5,Bills & Utilities
-2004,Water bill - April,2025-04-09,5,Bills & Utilities
-435.99,Target - toys,2024-06-03,3,Shopping
-402.67905380238227,Airbnb - New York,2023-06-22,7,Travel
-10.0,Grocery shopping at Walmart,2025-06-24,1,Food & Dining
-73.586,Parking at airport - Store 13,2024-09-02,2,Transportation
-276.3342000780065,Netflix subscription,2025-05-15,4,Entertainment
-485,Water bill - May,2025-09-18,5,Bills & Utilities
3497.1058220805935,Bonus payment,2025-02-03,8,Income
-502.99,Amazon purchase - home goods,2023-11-19,3,Shopping
-73.95,Coffee at Peet's Coffee,2024-03-03,1,Food & Dining
-145,Electric bill - May,2025-09-04,5,Bills & Utilities
-14.328366590526848,Spotify Premium,2025-08-04,4,Entertainment
-727,Internet service - AT&T,2024-05-25,5,Bills & Utilities
-697,Water bill - May,2025-09-18,5,Bills & Utilities
-126.99,Walmart - clothing,2025-08-11,3,Shopping
-214.8988760909683,Retirement contribution,2024-09-06,9,Savings
-70.49,Coffee at Starbucks,2023-09-28,1,Food & Dining
-111.30282571110772,Movie tickets at AMC,2025-05-15,4,Entertainment
-688,Insurance payment - home,2025-09-16,5,Bills & Utilities
-475.8543098084224,Eye exam,2024-09-29,6,Healthcare
-54.0,Takeout from Panera,2025-08-30,1,Food & Dining
-20.538,Gas at Circle K,2023-12-24,2,Transportation
-196.22780498410472,Dental cleaning,2025-03-18,6,Healthcare
-446.99,Amazon purchase - books,2024-06-17,3,Shopping
-67.5,Snacks at 7-Eleven,2024-08-19,1,Food & Dining
-197.82569487911388,Dental cleaning,2023-12-23,6,Healthcare
-61.99,Grocery shopping at Walmart,2023-12-02,1,Food & Dining
7392.4017732671755,Refund - Target,2024-01-16,8,Income
-1990,Insurance payment - life,2024-11-25,5,Bills & Utilities
-184.5966357243242,Spotify Premium,2024-12-26,4,Entertainment
-1015.1413457582099,Savings account transfer,2024-07-07,9,Savings
-40.58397681754274,Uber ride to downtown,2023-10-12,2,Transportation
223.70623822525673,Salary deposit - Local Business,2024-04-11,8,Income
-74.95,Grubhub delivery,2024-10-31,1,Food & Dining
-124.99,Amazon purchase - clothing,2025-01-24,3,Shopping
-36.5,Breakfast at Corner Cafe,2023-09-25,1,Food & Dining
5995.0252706591755,Investment dividend,2025-08-26,8,Income
-44.96238167184455,Walmart - toys,2024-06-15,3,Shopping
-2059,Phone bill - T-Mobile,2024-01-22,5,Bills & Utilities
-677.3621453138217,Target - toys,2025-02-03,3,Shopping
-874,Phone bill - T-Mobile,2024-10-17,5,Bills & Utilities
-6.5,Takeout from McDonald's - Corp,2025-05-27,1,Food & Dining
-40.839152627384365,Gas at Exxon,2024-12-03,2,Transportation
-320.68718434096286,Target - electronics,2024-03-05,3,Shopping
-224.34138538483938,Spotify Premium,2025-01-05,4,Entertainment
-563.8509208800515,Eye exam,2024-10-30,6,Healthcare
-1212,Water bill - March - Fee,2025-09-21,5,Bills & Utilities
-25.55145630438875,Lyft to airport,2024-10-18,2,Transportation
-30.16444176218736,Gas at BP,2025-02-10,2,Transportation
-604.3032431218606,Doctor visit - orthopedics,2025-07-11,6,Healthcare
-65.23171165321313,Parking at hospital,2024-10-04,2,Transportation
-5.0,Takeout from Taco Bell,2024-03-13,1,Food & Dining
-76.5,Uber Eats delivery,2024-06-08,1,Food & Dining
-351.99,Target - home goods,2024-05-27,3,Shopping
-3278.513114935923,Airbnb - Seattle,2024-06-14,7,Travel
-2012,Water bill - April,2024-01-04,5,Bills & Utilities
-9.5,Grocery shopping at Whole Foods,2024-07-10,1,Food & Dining
-20.628392425742145,Toll road payment - -20.628392425742145,2025-06-03,2,Transportation
-15.95,Grocery shopping at Trader Joe's,2025-02-02,1,Food & Dining
-1432.279222365683,Airbnb - Chicago - Store 88,2024-08-09,7,Travel
-3052.400676384357,Flight tickets - Delta - Fee,2023-08-01,7,Travel
-8.677,Lyft to hospital,2024-03-22,2,Transportation
-22.052111687567287,Gas at Exxon,2023-11-17,2,Transportation
-12.99,Grocery shopping at Walmart,2025-02-09,1,Food & Dining
-69.99,Dinner at Panera,2024-10-11,1,Food & Dining
-375.43318970557203,Prescription - antibiotics,2024-09-28,6,Healthcare
-164.7805836096178,Pharmacy - prescription,2024-02-29,6,Healthcare
3141.118808696918,Bonus payment,2024-01-07,8,Income
-657.8686535905633,Eye exam,2023-10-27,6,Healthcare
-21.647,Lyft to mall,2024-09-10,2,Transportation
-105.30470275419204,Netflix subscription,2024-08-09,4,Entertainment
-1679,Internet service - Verizon,2024-12-30,5,Bills & Utilities
-365.99,Best Buy - home goods,2024-08-06,3,Shopping
-724.99,Amazon purchase - clothing,2025-08-05,3,Shopping
185.8135382194305,Investment dividend,2025-07-09,8,Income
-108,Internet service - AT&T,2025-09-17,5,Bills & Utilities
-73.88725465557758,Netflix subscription,2024-06-17,4,Entertainment
-44.49,Takeout from Pizza Hut,2023-10-07,1,Food & Dining
-424.8381324449818,Best Buy - toys,2024-09-30,3,Shopping
-363.2696968935586,Savings account transfer,2025-02-12,9,Savings
-1626,Insurance payment - auto,2025-05-08,5,Bills & Utilities
-1852,Electric bill - February,2025-09-20,5,Bills & Utilities
-59.99,Postmates delivery,2025-02-16,1,Food & Dining
-2110.5585696586586,Flight tickets - Southwest,2025-12-27,7,Travel
-677,Insurance payment - home,2024-11-22,5,Bills & Utilities
-178.78758077018193,Movie tickets at Cinemark,2023-10-05,4,Entertainment
-339.0861894397667,Amazon purchase - electronics,2024-03-30,,
-20.545208459794445,Toll road payment,2023-09-28,2,Transportation
-603.0567671162166,Online order from Best Buy,2024-05-10,3,Shopping
-13.0,Grocery shopping at Target,2024-05-25,1,Food & Dining
-632.99,Best Buy - books,2024-11-28,3,Shopping
-225.32794022629054,Amazon purchase - books,2025-06-10,3,Shopping
-54.0,Breakfast at Coffee Bean,2024-05-07,1,Food & Dining
3815.6749394308986,Salary deposit - Local Business,2024-04-22,8,Income
-435.7066258504481,Savings account transfer,2023-11-19,9,Savings
-474.99,Walmart - clothing,2024-10-11,,
-138,Phone bill - Sprint,2025-09-16,5,Bills & Utilities
-1150,Electric bill - March - Tip,2025-09-19,5,Bills & Utilities
-52.511,Gas at Chevron,2024-10-11,2,Transportation
-2252,Insurance payment - health,2024-08-17,5,Bills & Utilities
-38.5,Breakfast at Corner Cafe,2024-06-04,1,Food & Dining
-115.93284873638645,Spotify Premium,2024-07-24,4,Entertainment
-175.03547611241737,Online order from Target,2024-06-16,3,Shopping
-23.845146924762474,Video game - Call of Duty,2024-08-12,4,Entertainment
-49.248,Parking at mall,2024-02-18,2,Transportation
-44.0,Coffee at Local Coffee Co.,2023-10-23,1,Food & Dining
-61.0,Takeout from Domino's,2024-08-03,1,Food & Dining
-79.0,Coffee at Dunkin',2023-10-16,1,Food & Dining
-184.86981831549392,Netflix subscription,2025-09-01,4,Entertainment
-797.5350511277455,Walmart - clothing 833,2024-03-28,3,Shopping
-880.8982952962267,Walmart - toys,2025-07-02,3,Shopping
-22.937,Uber ride to downtown,2024-12-24,2,Transportation
-31.652467634194107,Dental cleaning,2025-04-13,6,Healthcare
-45.0,Grocery shopping at Kroger,2025-02-09,1,Food & Dining
-700,Phone bill - T-Mobile,2023-12-15,5,Bills & Utilities
3019.386180512563,Salary deposit - Consulting Inc,2025-02-23,8,Income
-8.5,Lunch at Subway,2024-05-21,1,Food & Dining
-45.34952545926339,Parking at airport,2025-01-18,2,Transportation
-34.99,Grocery shopping at Costco,2025-06-18,1,Food & Dining
-215.5314855907377,Streaming service - Prime Video,2025-06-30,4,Entertainment
-14.49,Takeout from Taco Bell,2024-05-19,1,Food & Dining
-77.99,Lunch at Subway,2024-05-16,1,Food & Dining
6946.940331492817,Bonus payment,2025-01-13,8,Income
-65.055,Uber ride to mall,2025-08-10,2,Transportation
-890.441045891916,Best Buy - toys,2025-09-12,3,Shopping
-77.46379196673425,Best Buy - electronics,2025-03-04,3,Shopping
-854.99,Amazon purchase - clothing,2024-11-23,3,Shopping
-1842,Phone bill - Verizon,2024-01-28,5,Bills & Utilities
-221.53649520089638,Streaming service - Disney+,2024-08-10,4,Entertainment
-373.6699802705067,Eye exam,2024-10-16,6,Healthcare
-607.0575614521007,Eye exam,2024-08-07,6,Healthcare
-70.915,Lyft to mall,2025-05-18,2,Transportation
6445.574621695048,Salary deposit - Consulting Inc,2024-08-02,8,Income
-972.1404696571702,Savings account transfer,2023-09-22,9,Savings
-301.99,Walmart - clothing,2024-07-23,3,Shopping
6357.934606891462,Investment dividend 659,2024-08-30,8,Income
-66.99,Coffee at Peet's Coffee,2025-08-20,1,Food & Dining
-40.5,Grocery shopping at Kroger,2024-05-14,1,Food & Dining
-63.95,Grocery shopping at Costco,2024-06-09,1,Food & Dining
-1533,Phone bill - AT&T,2025-04-30,5,Bills & Utilities
-1122.188587748628,Savings account transfer,2024-06-09,9,Savings
-811.5817497975195,Best Buy - toys,2024-09-10,3,Shopping
-3.95,Takeout from Subway,2025-04-05,1,Food & Dining
-1855.1882297541088,Emergency fund transfer,2023-10-07,9,Savings
-34.49,Breakfast at Morning Brew - Tax,2025-06-17,1,Food & Dining
-175.42594233301998,Streaming service - Hulu,2023-11-28,4,Entertainment
-63.61491611104698,Lyft to mall,2025-06-06,2,Transportation
-20.99,Breakfast at Morning Brew,2024-10-01,1,Food & Dining
-1927,Phone bill - AT&T,2024-03-27,5,Bills & Utilities
-37.0,Breakfast at Coffee Bean 10,2024-01-25,1,Food & Dining
4408.718575778853,Investment dividend,2024-01-18,8,Income
-193.60546557977958,Flight tickets - American,2024-07-26,7,Travel
-42.322,Gas at Circle K,2025-06-30,2,Transportation
-47.5,DoorDash delivery,2025-09-13,1,Food & Dining
2087.09046687503,Freelance payment - Client A - Credit,2024-08-08,8,Income
-44.0,Lunch at Panera - Location 65,2025-06-11,1,Food & Dining
-451.2374048623698,Target - toys - Adjustment,2025-03-21,3,Shopping
-87.9871906168345,Streaming service - HBO Max,2023-11-11,4,Entertainment
-14.5,Snacks at Shell,2025-09-18,1,Food & Dining
-1566,Water bill - May,2025-09-19,5,Bills & Utilities
-122.82047778099313,Doctor visit - dermatology,2025-07-18,6,Healthcare
-739.99,Walmart - clothing,2025-06-08,3,Shopping
-14.95,Breakfast at Corner Cafe - Tax,2023-12-20,1,Food & Dining
-1179,Internet service - Spectrum,2025-09-19,5,Bills & Utilities
-33.49,Grocery shopping at Target,2025-08-27,10,Miscellaneous
-37.00357860228031,Amazon purchase - clothing,2024-02-12,3,Shopping
-65.95,Takeout from McDonald's,2024-02-10,1,Food & Dining
-758.6054043549078,Doctor visit - orthopedics - Inc,2024-02-29,6,Healthcare
-1129.796717696284,Retirement contribution,2024-02-02,9,Savings
-80.5,Dinner at Pizza Hut,2023-11-19,1,Food & Dining
-2171,Internet service - Comcast,2025-08-04,5,Bills & Utilities
-18.0,Lunch at Panera,2024-05-31,1,Food & Dining
-12.270262095332173,Gas at BP,2025-04-29,2,Transportation
-619.6147637867106,Doctor visit - general - Credit,2024-08-18,6,Healthcare
-190.99,Online order from Amazon,2024-11-26,3,Shopping
-20.787439041913313,Gas at Exxon,2025-03-06,2,Transportation
-1143,Insurance payment - life,2025-01-18,5,Bills & Utilities
-38.757,Lyft to mall,2024-01-19,2,Transportation
-256.0483973311223,Online order from Home Depot,2025-05-19,3,Shopping
-231.36615424096811,Target - books,2024-06-21,3,Shopping
-1507,Insurance payment - home,2025-09-21,5,Bills & Utilities
-20.631,Metro card reload,2025-09-01,2,Transportation
-158.77588684156407,Video game - Call of Duty,2023-12-15,4,Entertainment
-447.7750228298535,Best Buy - home goods,2024-09-05,3,Shopping
-63.49,Takeout from Chipotle,2024-12-08,1,Food & Dining
4662.002001745031,Bonus payment,2024-10-13,8,Income
-1011.6474375822544,Retirement contribution,2025-02-25,9,Savings
-1173,Electric bill - March,2024-07-29,5,Bills & Utilities
-374.57659214870694,Best Buy - books,2024-11-03,3,Shopping
-33.95,Grocery shopping at Safeway,2024-05-23,1,Food & Dining
-3.503878569551174,Metro card reload,2024-10-31,2,Transportation
-28.99,Amazon purchase - home goods - App,2025-08-02,3,Shopping
-2341.5816599367545,Hotel booking - Seattle,2025-03-10,7,Travel
-64.53013039168383,Streaming service - Disney+,2023-10-27,4,Entertainment
-9.656739802204502,Metro card reload 219,2025-03-09,2,Transportation
-170,Insurance payment - health,2024-03-11,5,Bills & Utilities
-81.95,Coffee at Starbucks - Tax,2024-06-21,1,Food & Dining
-28.90368701771696,Uber ride to hospital,2024-05-18,2,Transportation
-29.0,Dinner at Taco Bell,2024-06-28,1,Food & Dining
-538.99,Walmart - toys,2023-10-26,3,Shopping
-14.49,Snacks at 7-Eleven,2025-01-05,1,Food & Dining
-34.49,Takeout from Taco Bell,2024-09-15,1,Food & Dining
-51.55677660150862,Dental cleaning,2024-07-07,6,Healthcare
-1042.651323984739,Retirement contribution,2024-08-02,,
-41.5,Grocery shopping at Costco,2025-09-01,1,Food & Dining
-702.99,Amazon purchase - electronics,2024-02-27,3,Shopping
3213.7179952654055,Bonus payment,2024-10-01,8,Income
-53.0,Coffee at Starbucks,2024-04-25,10,Miscellaneous
-1541,Electric bill - May,2024-02-08,5,Bills & Utilities
-54.409952317975645,Uber ride to office,2024-02-14,2,Transportation
-986,Insurance payment - auto,2025-01-01,5,Bills & Utilities
-1807,Water bill - March,2023-12-01,5,Bills & Utilities
2434.6174070046336,Refund - Target,2025-01-11,8,Income
-161.59344668577899,Movie tickets at Cinemark,2025-03-01,4,Entertainment
-1171.828167899228,Flight tickets - United,2024-12-25,7,Travel
2519.4013564565544,Salary deposit - Local Business,2023-10-23,8,Income
4583.183895268585,Salary deposit - Consulting Inc,2023-11-10,8,Income
-578.99,Walmart - home goods,2024-02-20,3,Shopping
-3105.6981609113227,Airbnb - Miami,2025-01-02,7,Travel
-309.99,Target - electronics,2024-09-01,3,Shopping
-314.7701379088721,Online order from Walmart,2024-02-14,3,Shopping
-295.2017638024552,Spotify Premium,2023-12-27,4,Entertainment
7956.576113919135,Freelance payment - Small Business,2025-07-07,8,Income
-266.99,Best Buy - books,2025-04-01,3,Shopping
-210.70334496067682,Best Buy - clothing,2025-05-22,3,Shopping
-42.0,Grocery shopping at Target,2023-11-16,1,Food & Dining
-79.95,Coffee at Peet's Coffee,2025-06-17,1,Food & Dining
-63.0,Breakfast at Morning Brew - Credit,2024-09-17,1,Food & Dining
-318.99,Walmart - electronics,2025-04-17,3,Shopping
-2350,Internet service - Spectrum,2024-03-28,5,Bills & Utilities
-2014,Water bill - April,2025-09-19,5,Bills & Utilities
-742.5920072744575,Retirement contribution,2025-05-04,9,Savings
-432.99,Best Buy - electronics,2025-05-28,3,Shopping
-2021,Insurance payment - life,2025-02-03,5,Bills & Utilities
-15.49,Grocery shopping at Costco,2025-01-21,1,Food & Dining
-640.99,Walmart - books,2024-02-13,3,Shopping
-18.95,Breakfast at Corner Cafe,2024-06-04,1,Food & Dining
-144.00878839933074,Pharmacy - pain relief,2024-11-17,6,Healthcare
-784.8956266018484,Prescription - antibiotics,2024-04-24,6,Healthcare
-2451,Electric bill - June,2025-09-10,5,Bills & Utilities
-675.99,Walmart - books,2024-05-08,3,Shopping
-764.3896178734019,Hotel booking - New York,2023-06-01,7,Travel
-53.95,Breakfast at Morning Brew,2024-09-21,1,Food & Dining
-13.5,Snacks at BP,2023-12-13,,
-1822,Internet service - Verizon,2024-07-30,5,Bills & Utilities
-26.99,Postmates delivery,2025-08-09,1,Food & Dining
-72.0,Coffee at Starbucks,2025-07-25,10,Miscellaneous
-183.73879276455196,Netflix subscription,2024-10-03,4,Entertainment
-35.99,Breakfast at Corner Cafe,2024-01-09,1,Food & Dining
-2057,Internet service - Spectrum,2025-08-26,5,Bills & Utilities
-13.5,Snacks at 7-Eleven,2023-09-23,1,Food & Dining
-808.9683872253673,Pharmacy - pain relief,2025-08-18,6,Healthcare
-33.518,Parking at airport,2023-12-04,2,Transportation
-3.95,Snacks at 7-Eleven,2024-08-09,1,Food & Dining
-23.07761510122154,Gas at BP,2024-10-09,2,Transportation
-234.99,Target - clothing,2024-02-23,3,Shopping
-9.99,Coffee at Starbucks,2025-06-16,1,Food & Dining
-586.4996148230613,Online order from Home Depot,2025-02-26,3,Shopping
-51.65425586205747,Eye exam,2024-12-13,6,Healthcare
-77.95,Snacks at Shell - Inc,2024-11-15,1,Food & Dining
-169.99,Walmart - electronics,2024-12-11,3,Shopping
-80.5,Grocery shopping at Target,2023-10-30,1,Food & Dining
-49.49,Dinner at Chipotle,2024-02-25,1,Food & Dining
-13.95,Snacks at BP,2025-09-06,1,Food & Dining
-4.95,Lunch at Subway,2024-02-10,1,Food & Dining
4035.4056413962794,Bonus payment,2025-04-18,8,Income
-255.99,Online order from Best Buy,2024-03-31,3,Shopping
-47.0,Postmates delivery,2024-02-16,1,Food & Dining
-325.99,Walmart - books - Location 62,2023-10-08,3,Shopping
-431.8380966721248,Amazon purchase - electronics - Purchase 880,2024-10-19,3,Shopping
-74,Electric bill - January,2025-09-16,5,Bills & Utilities
-781.8604003115082,Amazon purchase - home goods,2025-08-03,3,Shopping
-493.99,Amazon purchase - electronics,2025-07-23,3,Shopping
-532.99,Target - clothing,2024-12-29,3,Shopping
-173.3562884646467,Best Buy - books,2024-11-19,3,Shopping
-39.071909959895756,Lyft to mall - Branch 61,2024-11-08,2,Transportation
-1353,Internet service - Comcast,2025-09-17,5,Bills & Utilities
-64.1538973734599,Toll road payment - App,2024-06-30,2,Transportation
-883.99,Online order from Amazon - Location 43,2025-06-27,3,Shopping
-559.3272004395623,Emergency fund transfer,2025-08-08,9,Savings
6168.408048100622,Freelance payment - Client A,2025-02-18,8,Income
-1014,Electric bill - May,2024-03-14,5,Bills & Utilities
-22.99,Dinner at Taco Bell,2024-02-19,1,Food & Dining
-55.940955590747656,Metro card reload,2024-12-22,2,Transportation
-767.99,Best Buy - clothing,2024-09-03,3,Shopping
-754.3656020769029,Amazon purchase - books,2025-06-05,3,Shopping
-2300.2815929933736,Rental car - Enterprise,2024-10-11,7,Travel
-80.58709735042547,Lyft to downtown,2023-10-05,2,Transportation
-71.5,Coffee at Peet's Coffee,2024-08-21,1,Food & Dining
-56.147694473719845,Lyft to downtown,2025-03-16,2,Transportation
-26.49,Grubhub delivery,2023-11-28,1,Food & Dining
-551.99,Target - toys,2023-11-06,3,Shopping
-55.80344561049581,Toll road payment,2024-05-23,2,Transportation
-38.0,Takeout from Panera,2024-02-24,1,Food & Dining
-265.00370697502854,Video game - Fortnite,2024-06-22,4,Entertainment
6471.932323481013,Investment dividend,2025-07-27,8,Income
-547.9225555330851,Online order from Home Depot,2024-03-26,3,Shopping
-737.2123197451536,Target - electronics,2024-04-29,3,Shopping
-1868,Electric bill - February,2024-02-15,5,Bills & Utilities
-474.12484765927405,Rental car - Enterprise,2024-06-09,7,Travel
-61.5,Snacks at 7-Eleven,2024-04-17,1,Food & Dining
-2420,Internet service - AT&T,2025-09-20,5,Bills & Utilities
-71.985,Metro card reload,2024-06-11,2,Transportation
-263.99,Walmart - home goods,2024-11-01,3,Shopping
-22.99,Grocery shopping at Target,2025-03-20,1,Food & Dining
-939.3717193858022,Savings account transfer - Credit,2024-07-02,9,Savings
-26.95,Dinner at Panera,2023-10-02,1,Food & Dining
-274.8522184676214,Streaming service - Disney+ - Credit,2024-08-30,4,Entertainment
7200.794536889671,Salary deposit - Tech Corp,2024-12-06,,
-234,Insurance payment - life,2025-08-31,5,Bills & Utilities
-516.99,Target - toys,2024-08-24,3,Shopping
-7.5,DoorDash delivery,2023-12-20,1,Food & Dining
-81.99,Breakfast at Corner Cafe,2025-02-03,1,Food & Dining
-60.641,Uber ride to mall,2024-01-02,,
-3495.677728484284,Airbnb - Miami,2024-09-17,7,Travel
-2788.717643184189,Airbnb - Chicago,2025-07-27,7,Travel
-71.5,Takeout from Subway,2023-11-30,1,Food & Dining
-44.5,Takeout from Panera,2025-02-06,1,Food & Dining
-34.49,Dinner at Taco Bell,2024-08-11,1,Food & Dining
-76.49,Coffee at Starbucks,2025-04-06,1,Food & Dining
-15.0,DoorDash delivery,2024-07-17,1,Food & Dining
-1420,Internet service - Spectrum,2025-02-10,5,Bills & Utilities
-62.0,Grocery shopping at Whole Foods,2024-10-30,1,Food & Dining
-61.56809637995917,Parking at hospital,2024-01-05,2,Transportation
-763.4115960402079,Best Buy - toys,2024-12-26,3,Shopping
-7.95,Snacks at BP,2024-01-27,1,Food & Dining
-61.15379499921278,Metro card reload,2023-11-26,2,Transportation
-53.95,Snacks at Circle K,2025-06-29,1,Food & Dining
-6.99,Coffee at Caribou Coffee,2025-01-29,,
-6.471250360688534,Lyft to airport,2025-09-07,2,Transportation
-686.5300951445181,Pharmacy - antibiotics,2024-06-25,6,Healthcare
-56.88880537563125,Parking at airport,2025-01-08,2,Transportation
-638,Internet service - AT&T,2024-11-26,5,Bills & Utilities
-19.423899495800015,Netflix subscription,2025-06-15,4,Entertainment
-30.49,Grocery shopping at Safeway,2025-08-31,1,Food & Dining
-1941,Phone bill - AT&T,2024-11-26,5,Bills & Utilities
-123.92183152634489,Movie tickets at Cinemark - Refund,2025-04-20,4,Entertainment
-60.49,Dinner at Chipotle,2024-06-05,1,Food & Dining
-210.34834945623,Prescription - vitamins,2024-03-10,6,Healthcare
-49.79451595394392,Lyft to hospital,2023-10-07,2,Transportation
-29.95,Grubhub delivery,2024-02-26,1,Food & Dining
-66.99,Lunch at Panera,2025-02-26,1,Food & Dining
-69.34178821962489,Toll road payment,2024-05-25,2,Transportation
-225,Internet service - AT&T - Store 18,2024-04-18,5,Bills & Utilities
-43.99,Uber Eats delivery,2024-04-23,10,Miscellaneous
-197.99,Online order from Amazon,2024-04-15,,
-60.99,Takeout from Panera,2024-05-19,1,Food & Dining
-142.99,Target - clothing,2024-04-24,3,Shopping
-841.99,Amazon purchase - books,2025-04-28,3,Shopping
-381.99,Amazon purchase - home goods,2024-08-12,3,Shopping
304.581434405603,Refund - Restaurant,2025-03-26,8,Income
-575.99,Target - toys - Mobile,2024-02-09,3,Shopping
-183.2323346174742,Video game - FIFA,2024-05-10,4,Entertainment
-49.0,Snacks at BP,2025-06-22,1,Food & Dining
-719.9367969157774,Walmart - clothing,2024-05-13,3,Shopping
-195,Water bill - May,2024-02-03,5,Bills & Utilities
-10.49,Grocery shopping at Target,2025-03-20,1,Food & Dining
-1063,Insurance payment - life,2025-09-20,5,Bills & Utilities
-613.9094629025316,Doctor visit - general,2023-12-25,6,Healthcare
-47.33359672961079,Spotify Premium - Location 89,2025-06-27,4,Entertainment
-794.941671636218,Eye exam,2023-12-27,6,Healthcare
-124,Phone bill - AT&T - Fee,2025-02-10,5,Bills & Utilities
-40.99,Lunch at McDonald's,2025-06-12,1,Food & Dining
-442.99,Online order from Best Buy,2024-04-08,3,Shopping
-67.99,Lunch at Pizza Hut,2025-06-02,1,Food & Dining
-3079.559759761177,Hotel booking - Miami,2024-06-13,7,Travel
-741.292567094767,Retirement contribution,2024-07-23,9,Savings
-882.8374595845718,Online order from Amazon,2024-07-31,3,Shopping
-60.045,Metro card reload,2024-10-06,2,Transportation
-28.0,Grubhub delivery,2023-11-06,1,Food & Dining
-19.92538770479922,Uber ride to hospital,2025-03-26,2,Transportation
-39.0,Coffee at Peet's Coffee,2023-12-08,1,Food & Dining
-1575,Water bill - January,2025-02-12,5,Bills & Utilities
-230.99,Target - clothing,2025-04-10,3,Shopping
-17.49,Dinner at McDonald's,2023-12-24,1,Food & Dining
-888.99,Target - books,2023-11-07,3,Shopping
-67.5,Uber Eats delivery,2025-05-20,1,Food & Dining
-25.99,Postmates delivery,2025-02-17,1,Food & Dining
-591.5313965569142,Doctor visit - general,2023-12-03,,
-59.5,Takeout from McDonald's,2025-09-07,1,Food & Dining
-62.504,Metro card reload - -62.504,2024-02-03,2,Transportation
-871.99,Online order from Home Depot - Purchase 923,2024-11-16,3,Shopping
-67.86864475216849,Metro card reload,2023-12-28,2,Transportation
-48.99,Coffee at Local Coffee Co.,2025-06-08,1,Food & Dining
-33.812680475029225,Uber ride to hospital,2025-07-09,2,Transportation
2324.9689647927985,Refund - Amazon,2025-07-09,8,Income
-60.61310254072054,Toll road payment,2024-03-04,2,Transportation
-179.91856054532798,Spotify Premium,2024-11-28,4,Entertainment
-24.0710106569825,Streaming service - Prime Video,2025-03-13,4,Entertainment
-535.99,Best Buy - home goods,2025-04-24,3,Shopping
-44.044,Metro card reload,2024-01-31,2,Transportation
-339.59587367655143,Pharmacy - prescription 338,2024-04-04,6,Healthcare
-782.73668019062,Online order from Target,2025-08-04,3,Shopping
-61.95,Snacks at Shell,2025-04-07,1,Food & Dining
-515.99,Amazon purchase - home goods,2024-03-01,3,Shopping
-1623,Water bill - June,2025-09-15,5,Bills & Utilities
-31.119,Parking at downtown,2023-10-16,2,Transportation
-606.6083519699565,Online order from Target,2025-08-08,3,Shopping
-2.6981645592537076,Toll road payment,2024-03-25,2,Transportation
